elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.2,rampup,1.0
10.3,rampup,1.0
15.4,rampup,1.0
20.5,rampup,2.0
25.6,rampup,2.0
30.7,rampup,2.0
35.8,rampup,7.0
40.9,sustained,7.0
46.0,sustained,7.0
51.1,sustained,12.0
56.2,sustained,12.0
61.3,sustained,12.0
66.4,sustained,12.0
71.5,sustained,12.0
76.6,sustained,12.0
81.7,sustained,13.0
86.9,sustained,13.0
92.0,sustained,13.0
97.1,sustained,13.0
102.2,sustained,13.0
107.3,sustained,12.0
112.4,sustained,12.0
117.5,sustained,12.0
122.6,sustained,13.0
127.7,sustained,13.0
132.8,sustained,13.0
137.9,sustained,12.0
143.0,sustained,12.0
148.1,sustained,12.0
153.2,sustained,12.0
158.3,sustained,12.0
163.4,sustained,12.0
168.5,sustained,12.0
173.6,burst,12.0
178.7,burst,12.0
183.8,burst,19.0
188.9,burst,19.0
194.0,burst,19.0
199.1,burst,24.0
204.2,burst,24.0
209.3,burst,24.0
214.4,burst,24.0
219.5,burst,24.0
224.6,burst,24.0
229.7,burst,25.0
234.8,burst,25.0
239.9,burst,25.0
245.0,burst,24.0
250.1,burst,24.0
255.2,burst,24.0
260.3,burst,5.0
265.4,burst,5.0
