elapsed_s,phase,cpu_millicores
0.1,rampup,0.0
5.2,rampup,0.0
10.3,rampup,2.0
15.4,rampup,2.0
20.5,rampup,2.0
25.6,rampup,7.0
30.7,rampup,7.0
35.8,rampup,7.0
40.9,sustained,7.0
46.0,sustained,7.0
51.1,sustained,7.0
56.2,sustained,13.0
61.3,sustained,13.0
66.4,sustained,13.0
71.6,sustained,12.0
76.7,sustained,12.0
81.8,sustained,12.0
86.9,sustained,12.0
92.0,sustained,12.0
97.1,sustained,12.0
102.2,sustained,12.0
107.3,sustained,12.0
112.4,sustained,12.0
117.5,sustained,12.0
122.8,sustained,12.0
127.9,sustained,12.0
133.0,sustained,12.0
138.2,sustained,12.0
143.3,sustained,12.0
148.4,sustained,11.0
153.5,sustained,11.0
158.7,sustained,11.0
163.8,sustained,12.0
168.9,sustained,12.0
174.0,burst,12.0
179.1,burst,12.0
184.3,burst,12.0
189.4,burst,12.0
194.5,burst,19.0
199.7,burst,19.0
204.8,burst,19.0
209.9,burst,22.0
215.0,burst,22.0
220.2,burst,21.0
225.3,burst,21.0
230.4,burst,21.0
235.5,burst,23.0
240.6,burst,23.0
245.8,burst,23.0
250.9,burst,23.0
256.0,burst,23.0
261.1,burst,23.0
266.3,burst,7.0
