elapsed_s,phase,cpu_millicores
0.1,rampup,61.0
5.2,rampup,1.0
10.3,rampup,1.0
15.4,rampup,1.0
20.5,rampup,3.0
25.6,rampup,3.0
30.7,rampup,3.0
35.8,rampup,9.0
40.9,sustained,9.0
46.0,sustained,9.0
51.2,sustained,9.0
56.3,sustained,9.0
61.4,sustained,9.0
66.5,sustained,13.0
71.6,sustained,13.0
76.7,sustained,13.0
81.8,sustained,12.0
86.9,sustained,12.0
92.1,sustained,12.0
97.2,sustained,12.0
102.3,sustained,12.0
107.4,sustained,12.0
112.6,sustained,12.0
117.7,sustained,12.0
122.8,sustained,12.0
127.9,sustained,13.0
133.1,sustained,13.0
138.2,sustained,13.0
143.3,sustained,12.0
148.4,sustained,12.0
153.6,sustained,12.0
158.7,sustained,11.0
163.8,sustained,11.0
168.9,sustained,11.0
174.1,burst,12.0
179.2,burst,12.0
184.3,burst,11.0
189.4,burst,11.0
194.6,burst,11.0
199.7,burst,21.0
204.8,burst,21.0
209.9,burst,21.0
215.1,burst,21.0
220.2,burst,21.0
225.3,burst,21.0
230.4,burst,23.0
235.6,burst,23.0
240.7,burst,23.0
245.8,burst,21.0
250.9,burst,21.0
256.0,burst,21.0
261.1,burst,8.0
266.2,burst,8.0
