elapsed_s,phase,cpu_millicores
0.2,rampup,1.0
5.3,rampup,1.0
10.4,rampup,1.0
15.6,rampup,1.0
20.7,rampup,1.0
25.8,rampup,1.0
31.0,rampup,5.0
36.1,sustained,5.0
41.2,sustained,5.0
46.4,sustained,20.0
51.5,sustained,20.0
56.6,sustained,6.0
61.8,sustained,6.0
66.9,sustained,6.0
72.0,sustained,6.0
77.2,sustained,6.0
82.3,sustained,6.0
87.5,sustained,6.0
92.6,sustained,6.0
97.7,sustained,6.0
102.9,sustained,5.0
108.0,sustained,5.0
113.1,sustained,5.0
118.3,sustained,5.0
123.5,sustained,5.0
128.6,sustained,5.0
133.7,sustained,5.0
138.9,sustained,5.0
144.0,sustained,5.0
149.2,sustained,6.0
154.3,sustained,6.0
159.4,sustained,6.0
164.6,sustained,8.0
169.7,sustained,8.0
174.9,burst,8.0
180.1,burst,5.0
185.2,burst,5.0
190.4,burst,5.0
195.5,burst,7.0
200.7,burst,7.0
205.8,burst,7.0
211.0,burst,8.0
216.1,burst,8.0
221.2,burst,8.0
226.4,burst,8.0
231.5,burst,8.0
236.6,burst,13.0
241.7,burst,13.0
246.8,burst,13.0
252.0,burst,14.0
257.1,burst,14.0
262.2,burst,14.0
267.3,burst,1.0
