elapsed_s,phase,cpu_millicores
0.1,rampup,0.0
5.2,rampup,0.0
10.3,rampup,0.0
15.4,rampup,0.0
20.6,rampup,0.0
25.7,rampup,0.0
30.8,rampup,0.0
35.9,rampup,2.0
41.1,sustained,2.0
46.2,sustained,2.0
51.3,sustained,4.0
56.4,sustained,4.0
61.5,sustained,4.0
66.6,sustained,4.0
71.7,sustained,4.0
76.8,sustained,4.0
81.9,sustained,3.0
87.0,sustained,3.0
92.1,sustained,3.0
97.2,sustained,3.0
102.4,sustained,3.0
107.5,sustained,3.0
112.6,sustained,4.0
117.7,sustained,4.0
122.8,sustained,4.0
127.9,sustained,3.0
133.0,sustained,3.0
138.1,sustained,3.0
143.2,sustained,3.0
148.3,sustained,3.0
153.4,sustained,3.0
158.5,sustained,3.0
163.6,sustained,3.0
168.7,sustained,3.0
173.8,burst,3.0
178.9,burst,3.0
184.0,burst,3.0
189.1,burst,3.0
194.2,burst,3.0
199.4,burst,5.0
204.5,burst,5.0
209.6,burst,5.0
214.7,burst,6.0
219.8,burst,6.0
224.9,burst,6.0
230.0,burst,6.0
235.1,burst,6.0
240.2,burst,6.0
245.3,burst,6.0
250.4,burst,6.0
255.5,burst,6.0
260.6,burst,4.0
265.7,burst,4.0
