elapsed_s,phase,cpu_millicores
0.1,rampup,1.0
5.2,rampup,1.0
10.3,rampup,1.0
15.4,rampup,1.0
20.5,rampup,1.0
25.6,rampup,1.0
30.7,rampup,1.0
35.8,rampup,4.0
40.9,sustained,4.0
46.0,sustained,4.0
51.1,sustained,4.0
56.2,sustained,4.0
61.3,sustained,4.0
66.4,sustained,11.0
71.5,sustained,11.0
76.6,sustained,11.0
81.7,sustained,11.0
86.8,sustained,11.0
91.9,sustained,12.0
97.0,sustained,12.0
102.2,sustained,12.0
107.3,sustained,12.0
112.4,sustained,12.0
117.5,sustained,12.0
122.6,sustained,11.0
127.7,sustained,11.0
132.8,sustained,11.0
137.9,sustained,11.0
143.0,sustained,11.0
148.1,sustained,11.0
153.2,sustained,12.0
158.3,sustained,12.0
163.4,sustained,12.0
168.5,sustained,12.0
173.6,burst,12.0
178.7,burst,12.0
183.8,burst,14.0
188.9,burst,14.0
194.0,burst,14.0
199.1,burst,23.0
204.2,burst,23.0
209.3,burst,23.0
214.4,burst,22.0
219.5,burst,22.0
224.6,burst,22.0
229.7,burst,21.0
234.8,burst,21.0
239.9,burst,21.0
245.0,burst,21.0
250.1,burst,21.0
255.2,burst,21.0
260.3,burst,18.0
265.4,burst,18.0
