elapsed_s,phase,cpu_millicores
0.1,rampup,30.0
5.2,rampup,1.0
10.3,rampup,1.0
15.4,rampup,1.0
20.5,rampup,1.0
25.6,rampup,1.0
30.7,rampup,1.0
35.8,rampup,5.0
40.9,sustained,5.0
46.0,sustained,10.0
51.1,sustained,10.0
56.2,sustained,10.0
61.3,sustained,12.0
66.4,sustained,12.0
71.6,sustained,12.0
76.7,sustained,11.0
81.8,sustained,11.0
86.9,sustained,11.0
92.0,sustained,13.0
97.1,sustained,13.0
102.2,sustained,13.0
107.3,sustained,13.0
112.4,sustained,13.0
117.5,sustained,13.0
122.6,sustained,13.0
127.7,sustained,13.0
132.8,sustained,13.0
137.9,sustained,12.0
143.0,sustained,12.0
148.1,sustained,12.0
153.2,sustained,13.0
158.3,sustained,13.0
163.4,sustained,13.0
168.5,sustained,13.0
173.6,burst,13.0
178.7,burst,13.0
183.8,burst,15.0
188.9,burst,15.0
194.0,burst,15.0
199.1,burst,15.0
204.2,burst,15.0
209.3,burst,15.0
214.4,burst,25.0
219.5,burst,25.0
224.6,burst,25.0
229.7,burst,24.0
234.8,burst,24.0
239.9,burst,24.0
245.0,burst,24.0
250.1,burst,24.0
255.2,burst,24.0
260.3,burst,12.0
265.5,burst,12.0
