elapsed_s,phase,cpu_millicores
0.1,rampup,0.0
5.2,rampup,0.0
10.3,rampup,0.0
15.4,rampup,1.0
20.5,rampup,1.0
25.7,rampup,1.0
30.8,rampup,9.0
35.9,rampup,9.0
41.0,sustained,9.0
46.1,sustained,9.0
51.2,sustained,9.0
56.3,sustained,18.0
61.4,sustained,18.0
66.5,sustained,18.0
71.6,sustained,18.0
76.7,sustained,18.0
81.8,sustained,18.0
86.9,sustained,18.0
92.0,sustained,18.0
97.1,sustained,18.0
102.2,sustained,17.0
107.3,sustained,17.0
112.4,sustained,17.0
117.5,sustained,17.0
122.7,sustained,17.0
127.8,sustained,17.0
132.9,sustained,17.0
138.0,sustained,17.0
143.2,sustained,17.0
148.3,sustained,17.0
153.4,sustained,17.0
158.5,sustained,17.0
163.6,sustained,18.0
168.7,sustained,18.0
173.9,burst,18.0
179.0,burst,17.0
184.1,burst,17.0
189.2,burst,17.0
194.3,burst,32.0
199.4,burst,32.0
204.6,burst,32.0
209.7,burst,33.0
214.8,burst,33.0
220.0,burst,33.0
225.1,burst,33.0
230.2,burst,33.0
235.3,burst,33.0
240.4,burst,31.0
245.6,burst,31.0
250.7,burst,31.0
255.8,burst,19.0
260.9,burst,19.0
266.0,burst,1.0
